,compound,neg,neu,pos,today price,y_price (next day),today-1price,today-2price,today-3price,today-4price,today-5price
280,-0.4215,0.113,0.887,0.0,71.26,70.94,70.98,70.54,70.8,70.88,70.39
281,-0.4215,0.113,0.887,0.0,71.26,70.94,70.98,70.54,70.8,70.88,70.39
282,-0.4215,0.104,0.896,0.0,71.26,70.94,70.98,70.54,70.8,70.88,70.39
283,-0.1027,0.042,0.958,0.0,70.76,70.8,70.39,70.21,70.26,67.11,66.35
284,-0.1027,0.04,0.96,0.0,70.76,70.8,70.39,70.21,70.26,67.11,66.35
285,0.25,0.103,0.721,0.175,70.49,70.88,70.21,70.26,67.11,66.35,67.95
286,0.0,0.0,1.0,0.0,70.49,70.88,70.21,70.26,67.11,66.35,67.95
287,0.34,0.0,0.861,0.139,70.49,70.88,70.21,70.26,67.11,66.35,67.95
288,0.296,0.052,0.809,0.139,69.58,70.39,70.26,67.11,66.35,67.95,66.96
289,0.2006,0.14,0.64,0.221,70.57,70.21,67.11,66.35,67.95,66.96,66.96
290,0.3612,0.051,0.806,0.143,70.57,70.21,67.11,66.35,67.95,66.96,66.96
291,-0.1779,0.084,0.84,0.076,70.57,70.21,67.11,66.35,67.95,66.96,66.96
